Data_Point,Date_Time,Test_Time(s),Step_Time(s),Cycle_Index,Step_Index,Current(A),Voltage(V),Power(W),Charge_Capacity(Ah),Discharge_Capacity(Ah),Charge_Energy(Wh),Discharge_Energy(Wh),ACR(Ohm),dV/dt(V/s),Internal_Resistance(Ohm),dQ/dV(Ah/V),dV/dQ(V/Ah),FIRST_POINT,LAST_POINT,CC2CV_POINT,UNSAFE_POINT,WARNING_POINT,BMS_CONTORL_POINT,SMB_CONTORL_POINT,SIMLATION_POINT,PLUSE_POINT,SDL_POINT,IR_POINT,BURSTMODE_POINT,RESUME_POINT,SET_VALUABLE_POINT,SET_VALUE_POINT,DYNAMIC_CONTROL_ON,CURRENT_FILTER_OFF,POWER_MANAGE_FUNCTION_ON,CURRENT_COARSETUNE_OFF,CURRENT_FINETUNE_OFF,IR_VALUE_NULL,SIMU_CLAMPDIGITVOLT_ON,CURRENT_SOFTWARECLAMP_ON,POWER_SOFTWARECLAMP_ON
4955,09/06/2023 12:40:04.534,227.2029,6.602,1,7,-0.9997349,0.8422289,-0.84200562511861,0.01397949,0.01181793,0.0282088,0.02413792,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4956,09/06/2023 12:40:04.539,227.2074,6.6065,1,7,-0.9997349,0.8419003,-0.84167711223047,0.01397949,0.01181793,0.0282088,0.02413792,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4957,09/06/2023 12:40:04.545,227.2138,6.6129,1,7,-0.9997377,0.8412514,-0.84103073975778,0.01397949,0.01182143,0.0282088,0.02414086,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4958,09/06/2023 12:40:04.550,227.2186,6.6177,1,7,-0.9997349,0.8405924,-0.84036955895476,0.01397949,0.01182143,0.0282088,0.02414086,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4959,09/06/2023 12:40:04.555,227.2236,6.6227,1,7,-0.9997377,0.8402648,-0.84004439854296,0.01397949,0.01182143,0.0282088,0.02414086,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4960,09/06/2023 12:40:04.560,227.2285,6.6276,1,7,-0.9997396,0.8396163,-0.83939766391548,0.01397949,0.01182504,0.0282088,0.02414389,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4961,09/06/2023 12:40:04.565,227.2338,6.6329,1,7,-0.9997358,0.8389549,-0.83873324811542,0.01397949,0.01182702,0.0282088,0.02414555,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4962,09/06/2023 12:40:04.570,227.2387,6.6378,1,7,-0.9997349,0.8386259,-0.83840358027391,0.01397949,0.01182702,0.0282088,0.02414555,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4963,09/06/2023 12:40:04.577,227.2451,6.6442,1,7,-0.999733,0.8379698,-0.8377460620634,0.01397949,0.01182702,0.0282088,0.02414555,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4964,09/06/2023 12:40:04.581,227.2498,6.6489,1,7,-0.9997358,0.8373132,-0.83709198185256,0.01397949,0.01182702,0.0282088,0.02414555,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4965,09/06/2023 12:40:04.586,227.2547,6.6538,1,7,-0.9997377,0.8369842,-0.83676465904434,0.01397949,0.01183187,0.0282088,0.02414962,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4966,09/06/2023 12:40:04.591,227.2594,6.6585,1,7,-0.9997406,0.836338,-0.8361210539228,0.01397949,0.01183187,0.0282088,0.02414962,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4967,09/06/2023 12:40:04.596,227.2643,6.6634,1,7,-0.9997406,0.8360152,-0.83579833765712,0.01397949,0.01183451,0.0282088,0.02415182,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4968,09/06/2023 12:40:04.600,227.2689,6.668,1,7,-0.9997377,0.8353691,-0.83514998268507,0.01397949,0.01183451,0.0282088,0.02415182,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4969,09/06/2023 12:40:04.605,227.2739,6.673,1,7,-0.9997358,0.8350353,-0.83481468367374,0.01397949,0.01183718,0.0282088,0.02415405,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4970,09/06/2023 12:40:04.612,227.2803,6.6794,1,7,-0.9997349,0.8343806,-0.83415940570294,0.01397949,0.01183982,0.0282088,0.02415625,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4971,09/06/2023 12:40:04.618,227.2868,6.6859,1,7,-0.9997396,0.8337393,-0.83352219428628,0.01397949,0.01184118,0.0282088,0.02415739,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4972,09/06/2023 12:40:04.623,227.2915,6.6906,1,7,-0.9997377,0.8331127,-0.83289417453879,0.01397949,0.01184257,0.0282088,0.02415854,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4973,09/06/2023 12:40:04.628,227.2963,6.6954,1,7,-0.9997406,0.8327909,-0.83257487404054,0.01397949,0.01184257,0.0282088,0.02415854,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4974,09/06/2023 12:40:04.633,227.3011,6.7002,1,7,-0.9997349,0.8321476,-0.83192699767124,0.01397949,0.01184523,0.0282088,0.02416076,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4975,09/06/2023 12:40:04.637,227.3059,6.705,1,7,-0.9997377,0.8318286,-0.83161041135822,0.01397949,0.01184523,0.0282088,0.02416076,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4976,09/06/2023 12:40:04.642,227.3106,6.7097,1,7,-0.9997263,0.8311915,-0.83096400288645,0.01397949,0.01184787,0.0282088,0.02416296,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4977,09/06/2023 12:40:04.647,227.3155,6.7146,1,7,-0.9997263,0.8308725,-0.83064509019675,0.01397949,0.01184787,0.0282088,0.02416296,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4978,09/06/2023 12:40:04.652,227.3202,6.7193,1,7,-0.9997215,0.8302307,-0.82999948075005,0.01397949,0.01184787,0.0282088,0.02416296,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4979,09/06/2023 12:40:04.658,227.3266,6.7257,1,7,-0.9997168,0.8296008,-0.82936585705344,0.01397949,0.01185148,0.0282088,0.02416595,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4980,09/06/2023 12:40:04.663,227.3315,6.7306,1,7,-0.999711,0.8292813,-0.8290416377043,0.01397949,0.01185412,0.0282088,0.02416814,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4981,09/06/2023 12:40:04.669,227.3371,6.7362,1,7,-0.999711,0.8286371,-0.8283976238781,0.01397949,0.01185412,0.0282088,0.02416814,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4982,09/06/2023 12:40:04.673,227.3418,6.7409,1,7,-0.999712,0.8283052,-0.8280666481024,0.01397949,0.01185615,0.0282088,0.02416982,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4983,09/06/2023 12:40:04.678,227.3469,6.746,1,7,-0.999712,0.8276539,-0.8274155356768,0.01397949,0.01185615,0.0282088,0.02416982,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4984,09/06/2023 12:40:04.684,227.3522,6.7513,1,7,-0.999711,0.8270121,-0.8267730935031,0.01397949,0.01185939,0.0282088,0.02417251,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4985,09/06/2023 12:40:04.689,227.3573,6.7564,1,7,-0.999712,0.8266811,-0.8264430158432,0.01397949,0.01185939,0.0282088,0.02417251,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4986,09/06/2023 12:40:04.694,227.3629,6.762,1,7,-0.9997063,0.8260226,-0.82577999716238,0.01397949,0.01185939,0.0282088,0.02417251,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4987,09/06/2023 12:40:04.699,227.3676,6.7667,1,7,-0.9997063,0.825696,-0.8254534930848,0.01397949,0.01185939,0.0282088,0.02417251,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4988,09/06/2023 12:40:04.704,227.3725,6.7716,1,7,-0.9996996,0.8250237,-0.82477586288052,0.01397949,0.01186495,0.0282088,0.02417709,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4989,09/06/2023 12:40:04.710,227.3787,6.7778,1,7,-0.9996881,0.8243642,-0.82410708080602,0.01397949,0.01186495,0.0282088,0.02417709,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4990,09/06/2023 12:40:04.715,227.3834,6.7825,1,7,-0.9996948,0.8240352,-0.82378370445696,0.01397949,0.01186859,0.0282088,0.02418009,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4991,09/06/2023 12:40:04.720,227.3883,6.7874,1,7,-0.9996977,0.8233767,-0.82312779322359,0.01397949,0.01186859,0.0282088,0.02418009,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4992,09/06/2023 12:40:04.725,227.3932,6.7923,1,7,-0.9996977,0.8230495,-0.82280069213615,0.01397949,0.01186859,0.0282088,0.02418009,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4993,09/06/2023 12:40:04.730,227.3981,6.7972,1,7,-0.9996977,0.8224015,-0.82215288802655,0.01397949,0.01187214,0.0282088,0.02418302,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4994,09/06/2023 12:40:04.735,227.4035,6.8026,1,7,-0.9997005,0.8217449,-0.82149878740245,0.01397949,0.01187214,0.0282088,0.02418302,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4995,09/06/2023 12:40:04.740,227.4085,6.8076,1,7,-0.9996977,0.8214197,-0.82117138482469,0.01397949,0.01187542,0.0282088,0.02418571,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4996,09/06/2023 12:40:04.745,227.414,6.8131,1,7,-0.9996977,0.8207536,-0.82050548618672,0.01397949,0.0118765,0.0282088,0.0241866,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4997,09/06/2023 12:40:04.750,227.4188,6.8179,1,7,-0.9996996,0.8204312,-0.82018474246752,0.01397949,0.0118765,0.0282088,0.0241866,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4998,09/06/2023 12:40:04.755,227.4235,6.8226,1,7,-0.9997025,0.8197832,-0.819539314498,0.01397949,0.01187917,0.0282088,0.02418878,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4999,09/06/2023 12:40:04.760,227.4284,6.8275,1,7,-0.9997063,0.8194556,-0.81921492589028,0.01397949,0.01187917,0.0282088,0.02418878,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5000,09/06/2023 12:40:04.766,227.4346,6.8337,1,7,-0.9997063,0.8188081,-0.81856761606103,0.01397949,0.0118828,0.0282088,0.02419176,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5001,09/06/2023 12:40:04.772,227.4403,6.8394,1,7,-0.9997072,0.8181558,-0.81791624398176,0.01397949,0.0118828,0.0282088,0.02419176,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5002,09/06/2023 12:40:04.776,227.445,6.8441,1,7,-0.9997072,0.8175011,-0.81726173567792,0.01397949,0.0118828,0.0282088,0.02419176,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5003,09/06/2023 12:40:04.782,227.4501,6.8492,1,7,-0.9997091,0.8171678,-0.81693008588698,0.01397949,0.01188611,0.0282088,0.02419446,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5004,09/06/2023 12:40:04.786,227.4547,6.8538,1,7,-0.9997091,0.8165092,-0.81627167747372,0.01397949,0.01188783,0.0282088,0.02419587,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5005,09/06/2023 12:40:04.791,227.4597,6.8588,1,7,-0.999711,0.8161912,-0.8159553207432,0.01397949,0.01188783,0.0282088,0.02419587,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5006,09/06/2023 12:40:04.796,227.4643,6.8634,1,7,-0.9997063,0.815557,-0.8153174709091,0.01397949,0.0118905,0.0282088,0.02419804,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5007,09/06/2023 12:40:04.802,227.4707,6.8698,1,7,-0.9997063,0.8149056,-0.81466626222528,0.01397949,0.0118905,0.0282088,0.02419804,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5008,09/06/2023 12:40:04.807,227.4756,6.8747,1,7,-0.9997063,0.8145866,-0.81434735591558,0.01397949,0.01189405,0.0282088,0.02420094,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5009,09/06/2023 12:40:04.812,227.4803,6.8794,1,7,-0.9997072,0.8139353,-0.81369697974416,0.01397949,0.01189405,0.0282088,0.02420094,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5010,09/06/2023 12:40:04.818,227.4861,6.8852,1,7,-0.9997044,0.8136082,-0.81336769741608,0.01397949,0.01189405,0.0282088,0.02420094,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5011,09/06/2023 12:40:04.823,227.4917,6.8908,1,7,-0.9997091,0.8129568,-0.81272031086688,0.01397949,0.01189769,0.0282088,0.0242039,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5012,09/06/2023 12:40:04.828,227.4962,6.8953,1,7,-0.9997139,0.8123121,-0.81207969750819,0.01397949,0.01189769,0.0282088,0.0242039,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5013,09/06/2023 12:40:04.833,227.5012,6.9003,1,7,-0.999711,0.8119912,-0.8117565345432,0.01397949,0.01190033,0.0282088,0.02420604,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5014,09/06/2023 12:40:04.837,227.5059,6.905,1,7,-0.9997063,0.8113384,-0.81110010991192,0.01397949,0.01190033,0.0282088,0.02420604,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5015,09/06/2023 12:40:04.842,227.5108,6.9099,1,7,-0.9997072,0.811008,-0.8107705368576,0.01397949,0.01190391,0.0282088,0.02420895,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5016,09/06/2023 12:40:04.847,227.5155,6.9146,1,7,-0.9997091,0.810349,-0.8101132694759,0.01397949,0.01190391,0.0282088,0.02420895,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5017,09/06/2023 12:40:04.852,227.5204,6.9195,1,7,-0.9997063,0.8100104,-0.80977249994552,0.01397949,0.01190658,0.0282088,0.02421111,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5018,09/06/2023 12:40:04.858,227.5267,6.9258,1,7,-0.9997025,0.8093753,-0.80913451084825,0.01397949,0.01190658,0.0282088,0.02421111,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5019,09/06/2023 12:40:04.863,227.5315,6.9306,1,7,-0.9997005,0.8087182,-0.8084759888991,0.01397949,0.01190921,0.0282088,0.02421324,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5020,09/06/2023 12:40:04.868,227.5363,6.9354,1,7,-0.9997072,0.8083863,-0.80814960449136,0.01397949,0.01190921,0.0282088,0.02421324,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5021,09/06/2023 12:40:04.874,227.5421,6.9412,1,7,-0.9997063,0.8077374,-0.80750016752562,0.01397949,0.01191274,0.0282088,0.02421609,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5022,09/06/2023 12:40:04.879,227.5474,6.9465,1,7,-0.9997139,0.8070731,-0.80684219638609,0.01397949,0.01191274,0.0282088,0.02421609,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5023,09/06/2023 12:40:04.884,227.5524,6.9515,1,7,-0.999711,0.806747,-0.806513850117,0.01397949,0.01191449,0.0282088,0.0242175,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5024,09/06/2023 12:40:04.888,227.557,6.9561,1,7,-0.999711,0.8061051,-0.8058721356261,0.01397949,0.01191449,0.0282088,0.0242175,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5025,09/06/2023 12:40:04.893,227.5619,6.961,1,7,-0.9997072,0.8057685,-0.8055325709832,0.01397949,0.01191716,0.0282088,0.02421965,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5026,09/06/2023 12:40:04.898,227.5666,6.9657,1,7,-0.9997044,0.8051305,-0.8048925034242,0.01397949,0.01191716,0.0282088,0.02421965,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5027,09/06/2023 12:40:04.903,227.5715,6.9706,1,7,-0.9997063,0.8048162,-0.80457982548206,0.01397949,0.01191979,0.0282088,0.02422177,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5028,09/06/2023 12:40:04.908,227.5762,6.9753,1,7,-0.9997091,0.8041563,-0.80392237093233,0.01397949,0.01191979,0.0282088,0.02422177,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5029,09/06/2023 12:40:04.914,227.5826,6.9817,1,7,-0.9997044,0.8035016,-0.80326408492704,0.01397949,0.01192243,0.0282088,0.0242239,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5030,09/06/2023 12:40:04.919,227.5877,6.9868,1,7,-0.9997044,0.803165,-0.802927584426,0.01397949,0.01192243,0.0282088,0.0242239,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5031,09/06/2023 12:40:04.925,227.5939,6.993,1,7,-0.999711,0.8025146,-0.8022826732806,0.01397949,0.01192696,0.0282088,0.02422753,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5032,09/06/2023 12:40:04.930,227.5986,6.9977,1,7,-0.9997168,0.8018584,-0.80163131370112,0.01397949,0.01192696,0.0282088,0.02422753,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5033,09/06/2023 12:40:04.935,227.6037,7.0028,1,7,-0.9997158,0.8015232,-0.80129540710656,0.01397949,0.0119296,0.0282088,0.02422964,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5034,09/06/2023 12:40:04.940,227.6082,7.0073,1,7,-0.9997206,0.8008614,-0.80063763932484,0.01397949,0.0119296,0.0282088,0.02422964,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5035,09/06/2023 12:40:04.945,227.6131,7.0122,1,7,-0.9997215,0.8005443,-0.80032134841245,0.01397949,0.01193226,0.0282088,0.02423178,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5036,09/06/2023 12:40:04.949,227.6178,7.0169,1,7,-0.9997139,0.7998776,-0.79964875501864,0.01397949,0.01193226,0.0282088,0.02423178,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5037,09/06/2023 12:40:04.954,227.623,7.0221,1,7,-0.999712,0.7995524,-0.7993221289088,0.01397949,0.01193226,0.0282088,0.02423178,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5038,09/06/2023 12:40:04.959,227.6274,7.0265,1,7,-0.9997139,0.7988896,-0.79866103768544,0.01397949,0.0119359,0.0282088,0.02423468,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5039,09/06/2023 12:40:04.964,227.6323,7.0314,1,7,-0.9997139,0.7985711,-0.79834262880829,0.01397949,0.01193759,0.0282088,0.02423604,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5040,09/06/2023 12:40:04.970,227.6381,7.0372,1,7,-0.9997168,0.7979388,-0.79771282373184,0.01397949,0.01193759,0.0282088,0.02423604,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5041,09/06/2023 12:40:04.975,227.6434,7.0425,1,7,-0.9997158,0.7972689,-0.79704231617862,0.01397949,0.01194026,0.0282088,0.02423816,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5042,09/06/2023 12:40:04.981,227.6499,7.049,1,7,-0.9997158,0.7966156,-0.79638920184648,0.01397949,0.01194257,0.0282088,0.02424,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5043,09/06/2023 12:40:04.986,227.6548,7.0539,1,7,-0.9997158,0.7962942,-0.79606789318836,0.01397949,0.01194257,0.0282088,0.02424,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5044,09/06/2023 12:40:04.991,227.6595,7.0586,1,7,-0.9997158,0.7956429,-0.79541677828782,0.01397949,0.01194257,0.0282088,0.02424,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5045,09/06/2023 12:40:04.996,227.6644,7.0635,1,7,-0.9997187,0.7953248,-0.79510107513376,0.01397949,0.01194645,0.0282088,0.02424309,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5046,09/06/2023 12:40:05.001,227.6691,7.0682,1,7,-0.9997187,0.7946687,-0.79444515969469,0.01397949,0.01194645,0.0282088,0.02424309,,-0.102071098983288,,0.00250774691812694,344.387786865234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5047,09/06/2023 12:40:05.006,227.6741,7.0732,1,7,-0.9997158,0.7943401,-0.79411434854358,0.01397949,0.01194915,0.0282088,0.02424523,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5048,09/06/2023 12:40:05.011,227.6797,7.0788,1,7,-0.9997168,0.7936907,-0.79346592679376,0.01397949,0.01195026,0.0282088,0.02424612,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5049,09/06/2023 12:40:05.016,227.6841,7.0832,1,7,-0.9997187,0.793355,-0.7931318292385,0.01397949,0.01195026,0.0282088,0.02424612,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5050,09/06/2023 12:40:05.021,227.6893,7.0884,1,7,-0.9997158,0.7926826,-0.79245731960508,0.01397949,0.01195292,0.0282088,0.02424823,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5051,09/06/2023 12:40:05.027,227.6955,7.0946,1,7,-0.999712,0.7920394,-0.7918112926528,0.01397949,0.01195292,0.0282088,0.02424823,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5052,09/06/2023 12:40:05.032,227.7002,7.0993,1,7,-0.999712,0.7917118,-0.7914837870016,0.01397949,0.01195651,0.0282088,0.02425106,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5053,09/06/2023 12:40:05.037,227.7051,7.1042,1,7,-0.999711,0.7910724,-0.7908437800764,0.01397949,0.01195651,0.0282088,0.02425106,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5054,09/06/2023 12:40:05.041,227.7097,7.1088,1,7,-0.999711,0.7907338,-0.7905052779318,0.01397949,0.01195651,0.0282088,0.02425106,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5055,09/06/2023 12:40:05.046,227.7147,7.1138,1,7,-0.999711,0.7900691,-0.7898407700301,0.01397949,0.01196006,0.0282088,0.02425388,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5056,09/06/2023 12:40:05.051,227.7194,7.1185,1,7,-0.999712,0.7897463,-0.7895188530656,0.01397949,0.01196006,0.0282088,0.02425388,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5057,09/06/2023 12:40:05.057,227.7257,7.1248,1,7,-0.999711,0.7890744,-0.7888463574984,0.01397949,0.01196006,0.0282088,0.02425388,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
